Series_reference,Period,Data_value,Status,Units,Magnitude,Subject,Periodicity,Group,Series_title_1,Series_title_2,Series_title_3,Series_title_4,Series_title_5
PTSA.SA01NB5NJ,2017.06,-1,P,Number,0,Property transfer statistics - PTS,Annual,Affiliation by region,Northland Region,No home involved,Buyers,Total where affiliation known,Number of transfers
PTSA.SA01NB5NM,2017.03,-1,P,Number,0,Property transfer statistics - PTS,Annual,Affiliation by region,Northland Region,No home involved,Buyers,Total where affiliation known,Number of transfers
PTSA.SA01NB5NS,2016.09,-1,C,Number,0,Property transfer statistics - PTS,Annual,Affiliation by region,Northland Region,No home involved,Buyers,Total where affiliation known,Number of transfers
PTSA.SA01NB6ND,2016.12,-1,P,Number,0,Property transfer statistics - PTS,Annual,Affiliation by region,Northland Region,No home involved,Buyers,Affiliation unknown,Number of transfers
PTSA.SA01NB6ND,2018.12,-1,C,Number,0,Property transfer statistics - PTS,Annual,Affiliation by region,Northland Region,No home involved,Buyers,Affiliation unknown,Number of transfers
PTSA.SA01NB6ND,2019.12,-1,C,Number,0,Property transfer statistics - PTS,Annual,Affiliation by region,Northland Region,No home involved,Buyers,Affiliation unknown,Number of transfers
PTSA.SA01NB6ND,2020.12,-1,C,Number,0,Property transfer statistics - PTS,Annual,Affiliation by region,Northland Region,No home involved,Buyers,Affiliation unknown,Number of transfers
PTSA.SA01NB6ND,2021.12,-1,C,Number,0,Property transfer statistics - PTS,Annual,Affiliation by region,Northland Region,No home involved,Buyers,Affiliation unknown,Number of transfers
PTSA.SA01NB6NJ,2017.06,-1,P,Number,0,Property transfer statistics - PTS,Annual,Affiliation by region,Northland Region,No home involved,Buyers,Affiliation unknown,Number of transfers
PTSA.SA01NB6NJ,2018.06,-1,C,Number,0,Property transfer statistics - PTS,Annual,Affiliation by region,Northland Region,No home involved,Buyers,Affiliation unknown,Number of transfers
PTSA.SA01NB6NJ,2019.06,-1,C,Number,0,Property transfer statistics - PTS,Annual,Affiliation by region,Northland Region,No home involved,Buyers,Affiliation unknown,Number of transfers
PTSA.SA01NB6NJ,2020.06,-1,C,Number,0,Property transfer statistics - PTS,Annual,Affiliation by region,Northland Region,No home involved,Buyers,Affiliation unknown,Number of transfers
PTSA.SA01NB6NJ,2021.06,-1,C,Number,0,Property transfer statistics - PTS,Annual,Affiliation by region,Northland Region,No home involved,Buyers,Affiliation unknown,Number of transfers
PTSA.SA01NB6NM,2017.03,-1,P,Number,0,Property transfer statistics - PTS,Annual,Affiliation by region,Northland Region,No home involved,Buyers,Affiliation unknown,Number of transfers
PTSA.SA01NB6NM,2019.03,-1,C,Number,0,Property transfer statistics - PTS,Annual,Affiliation by region,Northland Region,No home involved,Buyers,Affiliation unknown,Number of transfers
PTSA.SA01NB6NM,2020.03,-1,C,Number,0,Property transfer statistics - PTS,Annual,Affiliation by region,Northland Region,No home involved,Buyers,Affiliation unknown,Number of transfers
PTSA.SA01NB6NM,2021.03,-1,C,Number,0,Property transfer statistics - PTS,Annual,Affiliation by region,Northland Region,No home involved,Buyers,Affiliation unknown,Number of transfers
PTSA.SA01NB6NM,2022.03,-1,C,Number,0,Property transfer statistics - PTS,Annual,Affiliation by region,Northland Region,No home involved,Buyers,Affiliation unknown,Number of transfers
PTSA.SA01NB6NS,2016.09,-1,P,Number,0,Property transfer statistics - PTS,Annual,Affiliation by region,Northland Region,No home involved,Buyers,Affiliation unknown,Number of transfers
PTSA.SA01NB6NS,2018.09,-1,C,Number,0,Property transfer statistics - PTS,Annual,Affiliation by region,Northland Region,No home involved,Buyers,Affiliation unknown,Number of transfers
PTSA.SA01NB6NS,2019.09,-1,C,Number,0,Property transfer statistics - PTS,Annual,Affiliation by region,Northland Region,No home involved,Buyers,Affiliation unknown,Number of transfers
PTSA.SA01NB6NS,2020.09,-1,C,Number,0,Property transfer statistics - PTS,Annual,Affiliation by region,Northland Region,No home involved,Buyers,Affiliation unknown,Number of transfers
PTSA.SA01NB6NS,2021.09,-1,C,Number,0,Property transfer statistics - PTS,Annual,Affiliation by region,Northland Region,No home involved,Buyers,Affiliation unknown,Number of transfers
PTSA.SA01NB7ND,2016.12,-1,P,Number,0,Property transfer statistics - PTS,Annual,Affiliation by region,Northland Region,No home involved,Buyers,Total all affiliations,Number of transfers
PTSA.SA01NB7NJ,2017.06,-1,P,Number,0,Property transfer statistics - PTS,Annual,Affiliation by region,Northland Region,No home involved,Buyers,Total all affiliations,Number of transfers
PTSA.SA01NB7NM,2017.03,-1,P,Number,0,Property transfer statistics - PTS,Annual,Affiliation by region,Northland Region,No home involved,Buyers,Total all affiliations,Number of transfers
PTSA.SA01NB7NS,2016.09,-1,P,Number,0,Property transfer statistics - PTS,Annual,Affiliation by region,Northland Region,No home involved,Buyers,Total all affiliations,Number of transfers
PTSA.SA01NS1ND,2016.12,-1,P,Number,0,Property transfer statistics - PTS,Annual,Affiliation by region,Northland Region,No home involved,Sellers,At least one NZ citizen,Number of transfers
PTSA.SA01NS1NJ,2017.06,-1,P,Number,0,Property transfer statistics - PTS,Annual,Affiliation by region,Northland Region,No home involved,Sellers,At least one NZ citizen,Number of transfers
PTSA.SA01NS1NM,2017.03,-1,P,Number,0,Property transfer statistics - PTS,Annual,Affiliation by region,Northland Region,No home involved,Sellers,At least one NZ citizen,Number of transfers
PTSA.SA01NS1NS,2016.09,-1,C,Number,0,Property transfer statistics - PTS,Annual,Affiliation by region,Northland Region,No home involved,Sellers,At least one NZ citizen,Number of transfers
PTSA.SA01NS1PD,2016.12,-1,P,Percent,0,Property transfer statistics - PTS,Annual,Affiliation by region,Northland Region,No home involved,Sellers,At least one NZ citizen,Proportion of transfers (where affiliation known)
PTSA.SA01NS1PJ,2017.06,-1,P,Percent,0,Property transfer statistics - PTS,Annual,Affiliation by region,Northland Region,No home involved,Sellers,At least one NZ citizen,Proportion of transfers (where affiliation known)
PTSA.SA01NS1PM,2017.03,-1,P,Percent,0,Property transfer statistics - PTS,Annual,Affiliation by region,Northland Region,No home involved,Sellers,At least one NZ citizen,Proportion of transfers (where affiliation known)
PTSA.SA01NS1PS,2016.09,-1,C,Percent,0,Property transfer statistics - PTS,Annual,Affiliation by region,Northland Region,No home involved,Sellers,At least one NZ citizen,Proportion of transfers (where affiliation known)
PTSA.SA01NS2ND,2016.12,-1,C,Number,0,Property transfer statistics - PTS,Annual,Affiliation by region,Northland Region,No home involved,Sellers,At least one NZ resident visa (but no citizens),Number of transfers
PTSA.SA01NS2NJ,2017.06,-1,P,Number,0,Property transfer statistics - PTS,Annual,Affiliation by region,Northland Region,No home involved,Sellers,At least one NZ resident visa (but no citizens),Number of transfers
PTSA.SA01NS2NM,2017.03,-1,P,Number,0,Property transfer statistics - PTS,Annual,Affiliation by region,Northland Region,No home involved,Sellers,At least one NZ resident visa (but no citizens),Number of transfers
PTSA.SA01NS2NS,2016.09,-1,C,Number,0,Property transfer statistics - PTS,Annual,Affiliation by region,Northland Region,No home involved,Sellers,At least one NZ resident visa (but no citizens),Number of transfers
PTSA.SA01NS2PD,2016.12,-1,C,Percent,0,Property transfer statistics - PTS,Annual,Affiliation by region,Northland Region,No home involved,Sellers,At least one NZ resident visa (but no citizens),Proportion of transfers (where affiliation known)
PTSA.SA01NS2PJ,2017.06,-1,P,Percent,0,Property transfer statistics - PTS,Annual,Affiliation by region,Northland Region,No home involved,Sellers,At least one NZ resident visa (but no citizens),Proportion of transfers (where affiliation known)
PTSA.SA01NS2PM,2017.03,-1,P,Percent,0,Property transfer statistics - PTS,Annual,Affiliation by region,Northland Region,No home involved,Sellers,At least one NZ resident visa (but no citizens),Proportion of transfers (where affiliation known)
PTSA.SA01NS2PS,2016.09,-1,C,Percent,0,Property transfer statistics - PTS,Annual,Affiliation by region,Northland Region,No home involved,Sellers,At least one NZ resident visa (but no citizens),Proportion of transfers (where affiliation known)
PTSA.SA01NS3ND,2016.12,-1,C,Number,0,Property transfer statistics - PTS,Annual,Affiliation by region,Northland Region,No home involved,Sellers,No NZ citizens or resident visas,Number of transfers
PTSA.SA01NS3NJ,2017.06,-1,P,Number,0,Property transfer statistics - PTS,Annual,Affiliation by region,Northland Region,No home involved,Sellers,No NZ citizens or resident visas,Number of transfers
PTSA.SA01NS3NM,2017.03,-1,P,Number,0,Property transfer statistics - PTS,Annual,Affiliation by region,Northland Region,No home involved,Sellers,No NZ citizens or resident visas,Number of transfers
PTSA.SA01NS3NS,2016.09,-1,C,Number,0,Property transfer statistics - PTS,Annual,Affiliation by region,Northland Region,No home involved,Sellers,No NZ citizens or resident visas,Number of transfers
PTSA.SA01NS3PD,2016.12,-1,C,Percent,0,Property transfer statistics - PTS,Annual,Affiliation by region,Northland Region,No home involved,Sellers,No NZ citizens or resident visas,Proportion of transfers (where affiliation known)
PTSA.SA01NS3PJ,2017.06,-1,P,Percent,0,Property transfer statistics - PTS,Annual,Affiliation by region,Northland Region,No home involved,Sellers,No NZ citizens or resident visas,Proportion of transfers (where affiliation known)
PTSA.SA01NS3PM,2017.03,-1,P,Percent,0,Property transfer statistics - PTS,Annual,Affiliation by region,Northland Region,No home involved,Sellers,No NZ citizens or resident visas,Proportion of transfers (where affiliation known)
PTSA.SA01NS3PS,2016.09,-1,C,Percent,0,Property transfer statistics - PTS,Annual,Affiliation by region,Northland Region,No home involved,Sellers,No NZ citizens or resident visas,Proportion of transfers (where affiliation known)
PTSA.SA01NS4ND,2016.12,-1,P,Number,0,Property transfer statistics - PTS,Annual,Affiliation by region,Northland Region,No home involved,Sellers,Corporate only,Number of transfers
PTSA.SA01NS4NJ,2017.06,-1,P,Number,0,Property transfer statistics - PTS,Annual,Affiliation by region,Northland Region,No home involved,Sellers,Corporate only,Number of transfers
PTSA.SA01NS4NM,2017.03,-1,P,Number,0,Property transfer statistics - PTS,Annual,Affiliation by region,Northland Region,No home involved,Sellers,Corporate only,Number of transfers
PTSA.SA01NS4NS,2016.09,-1,C,Number,0,Property transfer statistics - PTS,Annual,Affiliation by region,Northland Region,No home involved,Sellers,Corporate only,Number of transfers
PTSA.SA01NS4PD,2016.12,-1,P,Percent,0,Property transfer statistics - PTS,Annual,Affiliation by region,Northland Region,No home involved,Sellers,Corporate only,Proportion of transfers (where affiliation known)
PTSA.SA01NS4PJ,2017.06,-1,P,Percent,0,Property transfer statistics - PTS,Annual,Affiliation by region,Northland Region,No home involved,Sellers,Corporate only,Proportion of transfers (where affiliation known)
PTSA.SA01NS4PM,2017.03,-1,P,Percent,0,Property transfer statistics - PTS,Annual,Affiliation by region,Northland Region,No home involved,Sellers,Corporate only,Proportion of transfers (where affiliation known)
PTSA.SA01NS4PS,2016.09,-1,C,Percent,0,Property transfer statistics - PTS,Annual,Affiliation by region,Northland Region,No home involved,Sellers,Corporate only,Proportion of transfers (where affiliation known)
PTSA.SA01NS5ND,2016.12,-1,P,Number,0,Property transfer statistics - PTS,Annual,Affiliation by region,Northland Region,No home involved,Sellers,Total where affiliation known,Number of transfers
PTSA.SA01NS5NJ,2017.06,-1,P,Number,0,Property transfer statistics - PTS,Annual,Affiliation by region,Northland Region,No home involved,Sellers,Total where affiliation known,Number of transfers
PTSA.SA01NS5NM,2017.03,-1,P,Number,0,Property transfer statistics - PTS,Annual,Affiliation by region,Northland Region,No home involved,Sellers,Total where affiliation known,Number of transfers
PTSA.SA01NS5NS,2016.09,-1,C,Number,0,Property transfer statistics - PTS,Annual,Affiliation by region,Northland Region,No home involved,Sellers,Total where affiliation known,Number of transfers
PTSA.SA01NS6ND,2016.12,-1,P,Number,0,Property transfer statistics - PTS,Annual,Affiliation by region,Northland Region,No home involved,Sellers,Affiliation unknown,Number of transfers
PTSA.SA01NS6ND,2018.12,-1,C,Number,0,Property transfer statistics - PTS,Annual,Affiliation by region,Northland Region,No home involved,Sellers,Affiliation unknown,Number of transfers
PTSA.SA01NS6ND,2019.12,-1,C,Number,0,Property transfer statistics - PTS,Annual,Affiliation by region,Northland Region,No home involved,Sellers,Affiliation unknown,Number of transfers
PTSA.SA01NS6ND,2020.12,-1,C,Number,0,Property transfer statistics - PTS,Annual,Affiliation by region,Northland Region,No home involved,Sellers,Affiliation unknown,Number of transfers
PTSA.SA01NS6ND,2021.12,-1,C,Number,0,Property transfer statistics - PTS,Annual,Affiliation by region,Northland Region,No home involved,Sellers,Affiliation unknown,Number of transfers
PTSA.SA01NS6NJ,2017.06,-1,P,Number,0,Property transfer statistics - PTS,Annual,Affiliation by region,Northland Region,No home involved,Sellers,Affiliation unknown,Number of transfers
PTSA.SA01NS6NJ,2018.06,-1,C,Number,0,Property transfer statistics - PTS,Annual,Affiliation by region,Northland Region,No home involved,Sellers,Affiliation unknown,Number of transfers
PTSA.SA01NS6NJ,2019.06,-1,C,Number,0,Property transfer statistics - PTS,Annual,Affiliation by region,Northland Region,No home involved,Sellers,Affiliation unknown,Number of transfers
PTSA.SA01NS6NJ,2020.06,-1,C,Number,0,Property transfer statistics - PTS,Annual,Affiliation by region,Northland Region,No home involved,Sellers,Affiliation unknown,Number of transfers
PTSA.SA01NS6NJ,2021.06,-1,C,Number,0,Property transfer statistics - PTS,Annual,Affiliation by region,Northland Region,No home involved,Sellers,Affiliation unknown,Number of transfers
PTSA.SA01NS6NM,2017.03,-1,P,Number,0,Property transfer statistics - PTS,Annual,Affiliation by region,Northland Region,No home involved,Sellers,Affiliation unknown,Number of transfers
PTSA.SA01NS6NM,2019.03,-1,C,Number,0,Property transfer statistics - PTS,Annual,Affiliation by region,Northland Region,No home involved,Sellers,Affiliation unknown,Number of transfers
PTSA.SA01NS6NM,2020.03,-1,C,Number,0,Property transfer statistics - PTS,Annual,Affiliation by region,Northland Region,No home involved,Sellers,Affiliation unknown,Number of transfers
